Char,Lang1,Lang2,Lang3,Lang4,Lang5,Char,Singular,Multi: 147,Slovak: 16,French: 327,Spanish: 103,German: 5,Polish: 15
Ã¢,1,2,3,,,Ã¢,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í±¥,1,,,,,í±¥,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸§,1,,,,,í¸§,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
åçê,1,,,,,åçê,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã_,2,,,,,Ã_,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í_º,1,,,,,í_º,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í°€,1,,,,,í°€,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â˜€,1,,,,,â˜€,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_‹,1,,,,,í_‹,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â_ç,1,,,,,â_ç,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸Œ,1,,,,,í¸Œ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ä_,0,,,,,Ä_,0,FALSE,1,FALSE,FALSE,FALSE,FALSE
í°ê,1,,,,,í°ê,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ø¯,1,,,,,Ø¯,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€˜,3,2,1,4,,â€˜,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í_›,1,,,,,í_›,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
âŒ_,1,,,,,âŒ_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸œ,1,,,,,í¸œ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ä_,2,,,,,Ä_,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Â£,2,3,1,,,Â£,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í´_,1,,,,,í´_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_«,1,,,,,í_«,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸¬,2,1,,,,í¸¬,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í¶±,1,,,,,í¶±,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
_°,1,2,,,,_°,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Â_,2,,,,,Â_,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
ï__,2,,,,,ï__,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Îµ,2,,,,,Îµ,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í_»,1,,,,,í_»,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ä_,0,,,,,Ä_,0,FALSE,1,FALSE,FALSE,FALSE,FALSE
â—Å,1,,,,,â—Å,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í±€,2,1,,,,í±€,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ãƒ,2,1,,,,Ãƒ,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
ãÅˆ,1,,,,,ãÅˆ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¿ç,1,,,,,í¿ç,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_Œ,2,1,,,,í_Œ,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
_‘,2,,,,,_‘,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í±ê,2,,,,,í±ê,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Ã“,2,4,,,,Ã“,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
ï_’,1,,,,,ï_’,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â—¡,2,,,,,â—¡,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Ã£,2,,,,,Ã£,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í¸’,1,2,,,,í¸’,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ã_,2,4,0,1,,Ã_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
É´,2,,,,,É´,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
ï¿_,1,2,,,,ï¿_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Å_,0,,,,,Å_,0,FALSE,1,FALSE,FALSE,FALSE,FALSE
ÔÅ,2,1,,,,ÔÅ,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í_‚,1,,,,,í_‚,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â_„,1,,,,,â_„,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸‡,1,,,,,í¸‡,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_ç,1,,,,,í_ç,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_ê,1,,,,,í_ê,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€“,3,4,2,1,0,â€“,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ä™,4,,,,,Ä™,4,FALSE,FALSE,FALSE,FALSE,FALSE,1
í´¡,1,,,,,í´¡,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
à_ ,1,2,,,,à_ ,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ù‡,1,,,,,Ù‡,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ø§,1,,,,,Ø§,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
å_©,1,,,,,å_©,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Â¨,1,2,,,,Â¨,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ìµ,2,,,,,Ìµ,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í¸·,2,,,,,í¸·,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
â–¶,2,,,,,â–¶,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Ä_,1,,,,,Ä_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Â¸,2,,,,,Â¸,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
_»,2,,,,,_»,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
à__,2,,,,,à__,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
ÑŒ,2,,,,,ÑŒ,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
ä_‡,1,,,,,ä_‡,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ãˆ,1,,,,,Ãˆ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í±‹,1,,,,,í±‹,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
ÛŒ,1,,,,,ÛŒ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_ê,1,,,,,í_ê,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
ï_è,1,,,,,ï_è,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Å™,0,,,,,Å™,0,FALSE,1,FALSE,FALSE,FALSE,FALSE
ïƒ˜,1,,,,,ïƒ˜,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í·_,2,,,,,í·_,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Ã¨,1,2,4,,,Ã¨,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
íµ±,2,,,,,íµ±,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í¸¨,1,2,,,,í¸¨,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Å_,4,,,,,Å_,4,FALSE,FALSE,FALSE,FALSE,FALSE,1
Ã¸,1,,,,,Ã¸,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â”€,1,2,,,,â”€,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í¸‚,1,2,,,,í¸‚,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í¶‹,2,,,,,í¶‹,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
âœŒ,1,,,,,âœŒ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í´ê,1,,,,,í´ê,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â˜’,1,,,,,â˜’,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã˜,1,,,,,Ã˜,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ä˜,4,,,,,Ä˜,4,FALSE,FALSE,FALSE,FALSE,FALSE,1
âˆ_,1,2,,,,âˆ_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í_œ,1,,,,,í_œ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€_,4,3,2,0,,â€_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í´ ,1,,,,,í´ ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸¢,1,2,,,,í¸¢,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í_§,1,,,,,í_§,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Â©,2,1,,,,Â©,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
ï_¬,2,,,,,ï_¬,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Ø_,1,,,,,Ø_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Â_,2,,,,,Â_,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
â__,1,,,,,â__,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í__,1,,,,,í__,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Î¿,2,,,,,Î¿,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í _,1,2,,,,í _,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
íµ€,1,,,,,íµ€,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â™‚,1,,,,,â™‚,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í±†,2,,,,,í±†,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Ã‰,1,2,0,,,Ã‰,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
â€ç,1,,,,,â€ç,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
ï_Œ,1,,,,,ï_Œ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã™,1,,,,,Ã™,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€_,1,,,,,â€_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
É_,1,,,,,É_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
à±_,2,1,,,,à±_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ã©,1,2,0,3,4,Ã©,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í·«,1,,,,,í·«,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€_,1,,,,,â€_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã_,1,2,,,,Ã_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Å¸,2,,,,,Å¸,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
ãÅ_,1,,,,,ãÅ_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â–€,1,,,,,â–€,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í´—,1,,,,,í´—,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
ï_‡,1,,,,,ï_‡,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸ç,1,2,,,,í¸ç,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
_‘,2,,,,,_‘,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Î”,2,,,,,Î”,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í_–,1,,,,,í_–,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€™,1,3,2,4,,â€™,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í¸ù,1,,,,,í¸ù,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â– ,1,,,,,â– ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
ï_§,2,,,,,ï_§,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í´«,1,,,,,í´«,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸_,1,2,,,,í¸_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í_¬,1,,,,,í_¬,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ì¯,1,2,,,,Ì¯,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Â®,1,2,,,,Â®,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
_±,1,,,,,_±,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Î´,2,,,,,Î´,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í_·,1,,,,,í_·,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ùˆ,1,,,,,Ùˆ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€_,2,,,,,â€_,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Ì¿,1,,,,,Ì¿,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Â_,2,,,,,Â_,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
ÑÅ,2,,,,,ÑÅ,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Åƒ,4,,,,,Åƒ,4,FALSE,FALSE,FALSE,FALSE,FALSE,1
Ï„,2,,,,,Ï„,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
âÅ‰,1,,,,,âÅ‰,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_ç,1,,,,,í_ç,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¿Œ,1,,,,,í¿Œ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã_,1,2,,,,Ã_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Å“,1,2,,,,Å“,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
ãÅ™,1,,,,,ãÅ™,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã®,1,3,,,,Ã®,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í_·,1,,,,,í_·,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
_•,2,,,,,_•,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í¿_,2,1,,,,í¿_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
ãƒ_,1,,,,,ãƒ_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_Å,1,,,,,í_Å,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸€,1,,,,,í¸€,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
íº‹,1,,,,,íº‹,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸ê,1,,,,,í¸ê,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í°‘,1,,,,,í°‘,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í´’,1,,,,,í´’,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€”,1,4,2,,,â€”,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
â_¡,1,,,,,â_¡,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸ ,1,,,,,í¸ ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í´¢,1,,,,,í´¢,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
íº«,1,,,,,íº«,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í__,1,,,,,í__,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Â¯,1,2,,,,Â¯,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í ´,1,,,,,í ´,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_¶,2,,,,,í_¶,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Î_,2,,,,,Î_,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Äº,0,1,,,,Äº,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Â¿,2,1,,,,Â¿,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í¿Å,1,,,,,í¿Å,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â™€,1,,,,,â™€,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â‰ˆ,1,,,,,â‰ˆ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
íº¶,1,,,,,íº¶,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í±Œ,2,1,,,,í±Œ,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ãè,2,1,,,,Ãè,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
ï_Œ,2,1,,,,ï_Œ,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í¸_,1,,,,,í¸_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Å_,4,,,,,Å_,4,FALSE,FALSE,FALSE,FALSE,FALSE,1
ÃŸ,3,1,4,,,ÃŸ,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
ãÅ_,2,1,,,,ãÅ_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
âè©,1,,,,,âè©,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã¯,1,2,,,,Ã¯,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
â•_,1,,,,,â•_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
âù¶,1,,,,,âù¶,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Åº,4,,,,,Åº,4,FALSE,FALSE,FALSE,FALSE,FALSE,1
ï£¿,3,,,,,ï£¿,3,FALSE,FALSE,FALSE,FALSE,1,FALSE
ï_Å,2,,,,,ï_Å,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Ä…,4,,,,,Ä…,4,FALSE,FALSE,FALSE,FALSE,FALSE,1
í¸‹,1,2,,,,í¸‹,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
ï_ƒ,1,,,,,ï_ƒ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¶’,2,,,,,í¶’,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Ä•,0,,,,,Ä•,0,FALSE,1,FALSE,FALSE,FALSE,FALSE
í´˜,1,,,,,í´˜,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ñ…,1,,,,,Ñ…,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸›,1,,,,,í¸›,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í´ù,1,,,,,í´ù,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_œ,1,,,,,í_œ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Î_,1,,,,,Î_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â_ ,1,,,,,â_ ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Â_,2,,,,,Â_,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í¸«,1,,,,,í¸«,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_¬,1,,,,,í_¬,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Â´,1,3,2,0,4,Â´,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í_¶,1,2,,,,í_¶,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í¸»,1,,,,,í¸»,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€¿,1,2,,,,â€¿,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
ï_Å,1,,,,,ï_Å,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
ãƒ„,1,2,,,,ãƒ„,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í¿†,1,,,,,í¿†,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ëˆ,1,,,,,Ëˆ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_‹,1,,,,,í_‹,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Å•,0,2,,,,Å•,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ã”,1,,,,,Ã”,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â™›,1,,,,,â™›,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Å¥,0,,,,,Å¥,0,FALSE,1,FALSE,FALSE,FALSE,FALSE
Ã_,3,0,1,2,,Ã_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
â™«,1,,,,,â™«,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â•_,1,,,,,â•_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã´,1,0,4,3,,Ã´,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
ãÅ¿,1,,,,,ãÅ¿,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
å_€,1,,,,,å_€,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Øª,1,,,,,Øª,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ä„,4,,,,,Ä„,4,FALSE,FALSE,FALSE,FALSE,FALSE,1
í¸†,1,,,,,í¸†,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
íº‘,2,,,,,íº‘,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í°’,1,,,,,í°’,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸–,2,,,,,í¸–,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
â„…,2,,,,,â„…,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
â€_,1,2,,,,â€_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
á´œ,2,,,,,á´œ,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
â_¡,1,,,,,â_¡,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_ ,1,,,,,í_ ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Î£,1,,,,,Î£,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
áƒ_,1,,,,,áƒ_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Â¥,2,1,,,,Â¥,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í¸_,1,,,,,í¸_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â”¬,2,,,,,â”¬,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
ï_°,2,,,,,ï_°,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í¸_,1,,,,,í¸_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Âµ,1,2,,,,Âµ,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
â–·,1,,,,,â–·,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸¶,1,,,,,í¸¶,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€º,2,,,,,â€º,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
ï_€,1,,,,,ï_€,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ïƒ,2,,,,,Ïƒ,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Ñ‚,1,,,,,Ñ‚,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã…,2,1,,,,Ã…,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Å„,4,1,,,,Å„,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ù†,1,,,,,Ù†,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¿‹,1,,,,,í¿‹,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_ç,1,,,,,í_ç,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
ç‚_,1,,,,,ç‚_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
ãƒ¢,1,,,,,ãƒ¢,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã¥,2,,,,,Ã¥,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Å_,0,,,,,Å_,0,FALSE,1,FALSE,FALSE,FALSE,FALSE
í·§,1,,,,,í·§,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â™_,1,,,,,â™_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
íº_,1,,,,,íº_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¿«,1,,,,,í¿«,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í±_,1,,,,,í±_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ãµ,1,,,,,Ãµ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í··,1,2,,,,í··,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í¿»,1,2,,,,í¿»,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í__,1,,,,,í__,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸Å,1,2,,,,í¸Å,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Ìƒ,1,,,,,Ìƒ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â_†,2,,,,,â_†,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
Äè,0,,,,,Äè,0,FALSE,1,FALSE,FALSE,FALSE,FALSE
í¸‘,1,,,,,í¸‘,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â_ê,1,,,,,â_ê,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í_‚,1,,,,,í_‚,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â€•,1,,,,,â€•,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
á´—,1,,,,,á´—,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â_˜,2,,,,,â_˜,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
ÄŸ,2,,,,,ÄŸ,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í¸¡,1,2,,,,í¸¡,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Âª,2,1,,,,Âª,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
__,1,,,,,__,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¸±,1,,,,,í¸±,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í µ,1,,,,,í µ,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í´·,1,2,,,,í´·,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
Åˆ,0,,,,,Åˆ,0,FALSE,1,FALSE,FALSE,FALSE,FALSE
Î¸,2,,,,,Î¸,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í_»,1,,,,,í_»,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Âº,2,,,,,Âº,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
__,1,,,,,__,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
â–_,2,,,,,â–_,2,FALSE,FALSE,FALSE,1,FALSE,FALSE
í_Å,1,,,,,í_Å,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
í¿€,1,,,,,í¿€,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ù_,1,,,,,Ù_,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
íµ‡,1,,,,,íµ‡,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã_,1,2,,,,Ã_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
í±ç,2,1,,,,í±ç,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
â†’,1,,,,,â†’,1,FALSE,FALSE,1,FALSE,FALSE,FALSE
Ã_,2,0,,,,Ã_,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE
